   0.38636     -0.17342      0.38636     -0.16840      0.38636     -0.14157
   0.39347     -0.17399      0.39347     -0.16905      0.39347     -0.14237
   0.40607     -0.17489      0.40607     -0.17004      0.40607     -0.14359
   0.41530     -0.17551      0.41530     -0.17072      0.41530     -0.14442
   0.42379     -0.17603      0.42379     -0.17128      0.42379     -0.14512
   0.43665     -0.17676      0.43665     -0.17208      0.43665     -0.14611
   0.44288     -0.17709      0.44288     -0.17243      0.44288     -0.14654
   0.45670     -0.17774      0.45670     -0.17311      0.45670     -0.14735
   0.46519     -0.17812      0.46519     -0.17350      0.46519     -0.14781
   0.47326     -0.17845      0.47326     -0.17384      0.47326     -0.14821
   0.48794     -0.17903      0.48794     -0.17443      0.48794     -0.14890
   0.48933     -0.17909      0.48933     -0.17448      0.48933     -0.14897
   0.50625     -0.17963      0.50625     -0.17500      0.50625     -0.14956
   0.51565     -0.17991      0.51565     -0.17526      0.51565     -0.14983
   0.52503     -0.18018      0.52503     -0.17550      0.52503     -0.15009
   0.53440     -0.18043      0.53440     -0.17573      0.53440     -0.15032
   0.54375     -0.18066      0.54375     -0.17593      0.54375     -0.15052
   0.55625     -0.18094      0.55625     -0.17617      0.55625     -0.15074
   0.56564     -0.18114      0.56564     -0.17632      0.56564     -0.15087
   0.57503     -0.18132      0.57503     -0.17647      0.57503     -0.15099
   0.58439     -0.18150      0.58439     -0.17660      0.58439     -0.15109
   0.59375     -0.18167      0.59375     -0.17672      0.59375     -0.15117
   0.60625     -0.18187      0.60625     -0.17687      0.60625     -0.15125
   0.61564     -0.18202      0.61564     -0.17697      0.61564     -0.15130
   0.62502     -0.18216      0.62502     -0.17706      0.62502     -0.15133
   0.63439     -0.18230      0.63439     -0.17714      0.63439     -0.15135
   0.64375     -0.18242      0.64375     -0.17722      0.64375     -0.15137
   0.65625     -0.18259      0.65625     -0.17732      0.65625     -0.15138
   0.66564     -0.18271      0.66564     -0.17739      0.66564     -0.15137
   0.67502     -0.18283      0.67502     -0.17746      0.67502     -0.15137
   0.68439     -0.18294      0.68439     -0.17753      0.68439     -0.15136
   0.69375     -0.18306      0.69375     -0.17759      0.69375     -0.15135
   0.70625     -0.18321      0.70625     -0.17768      0.70625     -0.15133
   0.71564     -0.18332      0.71564     -0.17775      0.71564     -0.15133
   0.72502     -0.18344      0.72502     -0.17782      0.72502     -0.15132
   0.73439     -0.18355      0.73439     -0.17789      0.73439     -0.15132
   0.74375     -0.18367      0.74375     -0.17797      0.74375     -0.15132
   0.75625     -0.18383      0.75625     -0.17808      0.75625     -0.15133
   0.76564     -0.18395      0.76564     -0.17816      0.76564     -0.15135
   0.77502     -0.18408      0.77502     -0.17826      0.77502     -0.15138
   0.78439     -0.18420      0.78439     -0.17836      0.78439     -0.15142
   0.79375     -0.18434      0.79375     -0.17846      0.79375     -0.15146
   0.80625     -0.18452      0.80625     -0.17862      0.80625     -0.15155
   0.81564     -0.18467      0.81564     -0.17875      0.81564     -0.15163
   0.82502     -0.18482      0.82502     -0.17888      0.82502     -0.15172
   0.83439     -0.18497      0.83439     -0.17903      0.83439     -0.15183
   0.84375     -0.18513      0.84375     -0.17918      0.84375     -0.15195
   0.85625     -0.18536      0.85625     -0.17941      0.85625     -0.15214
   0.86564     -0.18554      0.86564     -0.17959      0.86564     -0.15230
   0.87502     -0.18572      0.87502     -0.17979      0.87502     -0.15249
   0.88439     -0.18591      0.88439     -0.17999      0.88439     -0.15269
   0.89375     -0.18611      0.89375     -0.18021      0.89375     -0.15291
   0.90625     -0.18638      0.90625     -0.18052      0.90625     -0.15323
   0.91564     -0.18659      0.91564     -0.18077      0.91564     -0.15351
   0.92502     -0.18681      0.92502     -0.18104      0.92502     -0.15380
   0.93439     -0.18704      0.93439     -0.18132      0.93439     -0.15411
   0.94375     -0.18728      0.94375     -0.18161      0.94375     -0.15444
   0.95625     -0.18760      0.95625     -0.18202      0.95625     -0.15492
   0.96564     -0.18784      0.96564     -0.18235      0.96564     -0.15531
   0.97502     -0.18809      0.97502     -0.18269      0.97502     -0.15572
   0.98439     -0.18837      0.98439     -0.18305      0.98439     -0.15615
   0.99375     -0.18866      0.99375     -0.18341      0.99375     -0.15659
