      ,        0,          1
   103,     4.669522,     3.546294
   104,     1.619402,     1.304570
   105,     1.619402,     1.304570
   106,     1.619402,     1.304570
   107,     1.619402,     1.304570
   108,     4.669522,     3.546294
   109,     1.619402,     1.304570
   110,     1.619402,     1.304570
   111,     1.619402,     1.304570
   112,     1.619402,     1.304570
   113,     1.712338,     1.630713
   114,     1.712338,     1.630713
   115,     1.712338,     1.630713
   116,     1.850000,     0.000000
   117,     0.000000,     1.850000
   118,     1.630713,     1.712338
   119,     1.630713,     1.712338
   120,     1.630713,     1.712338
   121,     1.630713,     1.712338
   122,     1.630713,     1.712338
   123,     1.630713,     1.712338
   124,     0.000000,     1.850000
   125,     1.850000,     0.000000
   126,     1.712338,     1.630713
   127,     1.712338,     1.630713
   128,     1.712338,     1.630713
   129,     1.712338,     1.630713
   130,     1.712338,     1.630713
   131,     1.712338,     1.630713
   132,     1.850000,     0.000000
   133,     0.000000,     1.850000
   134,     1.630713,     1.712338
   135,     1.630713,     1.712338
   136,     1.630713,     1.712338
   137,     1.630713,     1.712338
   138,     1.630713,     1.712338
   139,     1.630713,     1.712338
   140,     0.000000,     1.850000
   141,     1.850000,     0.000000
   142,     1.712338,     1.630713
   143,     1.712338,     1.630713
   144,     1.712338,     1.630713
   145,     4.236984,     4.236984
   146,     1.233334,     1.233334
   147,     1.233334,     1.233334
   148,     4.236984,     4.236984
   149,     1.233334,     1.233334
   150,     1.233334,     1.233334
   151,     4.236984,     4.236984
   152,     1.233334,     1.233334
   153,     1.233334,     1.233334
   154,     4.236984,     4.236984
   155,     1.233334,     1.233334
   156,     1.233334,     1.233334
   157,     0.000000,     1.850000
   158,     0.000000,     1.850000
   159,     0.000000,     1.850000
   160,     1.850000,     0.000000
   161,     1.850000,     0.000000
   162,     1.850000,     0.000000
   163,     0.000000,     1.850000
   164,     0.000000,     1.850000
   165,     0.000000,     1.850000
   166,     1.850000,     0.000000
   167,     1.850000,     0.000000
   168,     1.850000,     0.000000
   169,     1.233334,     1.233334
   170,     1.233334,     1.233334
   171,     1.233334,     1.233334
   172,     1.233334,     1.233334
   173,     1.233334,     1.233334
   174,     1.233334,     1.233334
   175,     1.233334,     1.233334
   176,     1.233334,     1.233334
   177,     1.304570,     1.619402
   178,     1.304570,     1.619402
   179,     1.304570,     1.619402
   180,     1.304570,     1.619402
   181,     1.619402,     1.304570
   182,     1.619402,     1.304570
   183,     1.619402,     1.304570
   184,     1.619402,     1.304570
   185,     1.233334,     1.233334
   186,     1.233334,     1.233334
   187,     1.233334,     1.233334
   188,     1.233334,     1.233334
   189,     1.304570,     1.619402
   190,     1.304570,     1.619402
   191,     1.304570,     1.619402
   192,     1.304570,     1.619402
   193,     1.619402,     1.304570
   194,     1.619402,     1.304570
   195,     1.619402,     1.304570
   196,     1.619402,     1.304570
   197,     1.233334,     1.233334
   198,     1.233334,     1.233334
   199,     1.619402,     1.304570
   200,     1.619402,     1.304570
   201,     1.619402,     1.304570
   202,     1.619402,     1.304570
   203,     1.304570,     1.619402
   204,     1.304570,     1.619402
   205,     1.304570,     1.619402
   206,     1.304570,     1.619402
   207,     1.233334,     1.233334
   208,     1.233334,     1.233334
   209,     1.304570,     1.619402
   210,     1.304570,     1.619402
   211,     1.304570,     1.619402
   212,     1.304570,     1.619402
   213,     1.619402,     1.304570
   214,     1.619402,     1.304570
   215,     1.619402,     1.304570
   216,     1.619402,     1.304570
   217,     3.534097,     3.534097
   218,     2.796596,     2.796596
   219,     2.796595,     2.796595
   220,     2.796596,     2.796596
   221,     2.796597,     2.796597
   222,     2.796596,     2.796596
   223,     2.796595,     2.796595
   224,     2.796596,     2.796596
   225,     3.534097,     3.534097
   226,     2.796596,     2.796596
   227,     2.796595,     2.796595
   228,     2.796596,     2.796596
   229,     2.796597,     2.796597
   230,     2.796596,     2.796596
   231,     2.796595,     2.796595
   232,     2.796596,     2.796596
   233,     3.534097,     3.534097
   234,     2.796596,     2.796596
   235,     2.796595,     2.796595
   236,     2.796596,     2.796596
   237,     2.796597,     2.796597
   238,     2.796596,     2.796596
   239,     2.796595,     2.796595
   240,     2.796596,     2.796596
   241,     3.534097,     3.534097
   242,     2.796596,     2.796596
   243,     2.796595,     2.796595
   244,     2.796596,     2.796596
   245,     2.796597,     2.796597
   246,     2.796596,     2.796596
   247,     2.796595,     2.796595
   248,     2.796596,     2.796596
   249,     5.727927,     5.727927
   250,     4.006679,     6.492390
   251,     0.000000,     1.770000
   252,     0.000000,     1.770000
   253,     0.000000,     1.770000
   254,     0.000000,     1.770000
   255,     5.727927,     5.727927
   256,     6.492390,     4.006679
   257,     1.770000,     0.000000
   258,     1.770000,     0.000000
   259,     1.770000,     0.000000
   260,     1.770000,     0.000000
   261,     5.727927,     5.727927
   262,     4.006679,     6.492390
   263,     0.000000,     1.770000
   264,     0.000000,     1.770000
   265,     0.000000,     1.770000
   266,     0.000000,     1.770000
   267,     5.727927,     5.727927
   268,     6.492390,     4.006679
   269,     1.770000,     0.000000
   270,     1.770000,     0.000000
   271,     1.770000,     0.000000
   272,     1.770000,     0.000000
   273,     4.546108,     3.640315
   274,     1.762278,     1.511673
   275,     1.762278,     1.511673
   276,     1.762278,     1.511673
   277,     4.546108,     3.640315
   278,     1.762278,     1.511673
   279,     1.762278,     1.511673
   280,     1.762278,     1.511673
   281,     3.640315,     4.546108
   282,     1.511673,     1.762278
   283,     1.511673,     1.762278
   284,     1.511673,     1.762278
   285,     3.640315,     4.546108
   286,     1.511673,     1.762278
   287,     1.511673,     1.762278
   288,     1.511673,     1.762278
   289,     4.546108,     3.640315
   290,     1.762278,     1.511673
   291,     1.762278,     1.511673
   292,     1.762278,     1.511673
   293,     4.546108,     3.640315
   294,     1.762278,     1.511673
   295,     1.762278,     1.511673
   296,     1.762278,     1.511673
   297,     3.640315,     4.546108
   298,     1.511673,     1.762278
   299,     1.511673,     1.762278
   300,     1.511673,     1.762278
   301,     3.640315,     4.546108
   302,     1.511673,     1.762278
   303,     1.511673,     1.762278
   304,     1.511673,     1.762278
   305,     1.597655,     1.511673
   306,     1.597655,     1.511673
   307,     1.597655,     1.511673
   308,     1.475000,     0.000000
   309,     0.000000,     1.475000
   310,     1.511673,     1.597655
   311,     1.511673,     1.597655
   312,     1.511673,     1.597655
   313,     1.511673,     1.597655
   314,     1.511673,     1.597655
   315,     1.511673,     1.597655
   316,     0.000000,     1.475000
   317,     1.475000,     0.000000
   318,     1.597655,     1.511673
   319,     1.597655,     1.511673
   320,     1.597655,     1.511673
   321,     1.597655,     1.511673
   322,     1.597655,     1.511673
   323,     1.597655,     1.511673
   324,     0.983334,     0.983334
   325,     0.983334,     0.983334
   326,     1.511673,     1.597655
   327,     1.511673,     1.597655
   328,     1.511673,     1.597655
   329,     1.511673,     1.597655
   330,     1.511673,     1.597655
   331,     1.511673,     1.597655
   332,     0.983334,     0.983334
   333,     0.983334,     0.983334
   334,     1.597655,     1.511673
   335,     1.597655,     1.511673
   336,     1.597655,     1.511673
   337,     4.586974,     4.586974
   338,     0.983334,     0.983334
   339,     0.983334,     0.983334
   340,     4.586974,     4.586974
   341,     0.983334,     0.983334
   342,     0.983334,     0.983334
   343,     4.586974,     4.586974
   344,     0.983334,     0.983334
   345,     0.983334,     0.983334
   346,     4.586974,     4.586974
   347,     0.983334,     0.983334
   348,     0.983334,     0.983334
   349,     0.983334,     0.983334
   350,     0.983334,     0.983334
   351,     0.983334,     0.983334
   352,     0.983334,     0.983334
   353,     1.966666,     0.000000
   354,     1.966666,     0.000000
   355,     0.000000,     1.966666
   356,     0.000000,     1.966666
   357,     1.966666,     0.000000
   358,     1.966666,     0.000000
   359,     0.000000,     1.966666
   360,     0.000000,     1.966666
   361,     0.983334,     0.983334
   362,     0.983334,     0.983334
   363,     0.983334,     0.983334
   364,     0.983334,     0.983334
   365,     1.762278,     1.511673
   366,     1.762278,     1.511673
   367,     1.762278,     1.511673
   368,     1.511673,     1.762278
   369,     1.511673,     1.762278
   370,     1.511673,     1.762278
   371,     1.511673,     1.762278
   372,     1.511673,     1.762278
   373,     1.511673,     1.762278
   374,     1.762278,     1.511673
   375,     1.762278,     1.511673
   376,     1.762278,     1.511673
   377,     1.762278,     1.511673
   378,     1.762278,     1.511673
   379,     1.762278,     1.511673
   380,     1.511673,     1.762278
   381,     1.511673,     1.762278
   382,     1.511673,     1.762278
   383,     1.511673,     1.762278
   384,     1.511673,     1.762278
   385,     1.511673,     1.762278
   386,     1.762278,     1.511673
   387,     1.762278,     1.511673
   388,     1.762278,     1.511673
   389,     1.475000,     0.000000
   390,     0.000000,     1.475000
   391,     0.000000,     1.475000
   392,     1.475000,     0.000000
   393,     6.285049,     6.285049
   394,     2.796596,     2.796596
   395,     2.796595,     2.796595
   396,     2.796596,     2.796596
   397,     2.796597,     2.796597
   398,     2.796596,     2.796596
   399,     2.796595,     2.796595
   400,     2.796596,     2.796596
   401,     6.285049,     6.285049
   402,     2.796596,     2.796596
   403,     2.796595,     2.796595
   404,     2.796596,     2.796596
   405,     2.796597,     2.796597
   406,     2.796596,     2.796596
   407,     2.796595,     2.796595
   408,     2.796596,     2.796596
   409,     6.285049,     6.285049
   410,     2.796596,     2.796596
   411,     2.796595,     2.796595
   412,     2.796596,     2.796596
   413,     2.796597,     2.796597
   414,     2.796596,     2.796596
   415,     2.796595,     2.796595
   416,     2.796596,     2.796596
   417,     6.285049,     6.285049
   418,     2.796596,     2.796596
   419,     2.796595,     2.796595
   420,     2.796596,     2.796596
   421,     2.796597,     2.796597
   422,     2.796596,     2.796596
   423,     2.796595,     2.796595
   424,     2.796596,     2.796596
   425,     5.587456,     5.587456
   426,     2.611673,     4.726779
   427,     0.000000,     1.650000
   428,     0.000000,     1.650000
   429,     0.000000,     1.650000
   430,     5.587456,     5.587456
   431,     4.726779,     2.611673
   432,     1.650000,     0.000000
   433,     1.650000,     0.000000
   434,     1.650000,     0.000000
   435,     5.587456,     5.587456
   436,     2.611673,     4.726779
   437,     0.000000,     1.650000
   438,     0.000000,     1.650000
   439,     0.000000,     1.650000
   440,     5.587456,     5.587456
   441,     4.726779,     2.611673
   442,     1.650000,     0.000000
   443,     1.650000,     0.000000
   444,     1.650000,     0.000000
   445,     1.976779,     1.511673
   446,     1.976779,     1.511673
   447,     1.976779,     1.511673
   448,     1.976779,     1.511673
   449,     1.976779,     1.511673
   450,     1.976779,     1.511673
   451,     1.976779,     1.511673
   452,     1.976779,     1.511673
   453,     1.976779,     1.511673
   454,     1.976779,     1.511673
   455,     1.976779,     1.511673
   456,     1.976779,     1.511673
   457,     1.511673,     1.976779
   458,     1.511673,     1.976779
   459,     1.511673,     1.976779
   460,     1.511673,     1.976779
   461,     1.511673,     1.976779
   462,     1.511673,     1.976779
   463,     1.511673,     1.976779
   464,     1.511673,     1.976779
   465,     1.511673,     1.976779
   466,     1.511673,     1.976779
   467,     1.511673,     1.976779
   468,     1.511673,     1.976779
   469,     1.976779,     1.511673
   470,     1.976779,     1.511673
   471,     1.976779,     1.511673
   472,     1.976779,     1.511673
   473,     1.976779,     1.511673
   474,     1.976779,     1.511673
   475,     1.976779,     1.511673
   476,     1.976779,     1.511673
   477,     1.976779,     1.511673
   478,     1.976779,     1.511673
   479,     1.976779,     1.511673
   480,     1.976779,     1.511673
   481,     1.511673,     1.976779
   482,     1.511673,     1.976779
   483,     1.511673,     1.976779
   484,     1.511673,     1.976779
   485,     1.511673,     1.976779
   486,     1.511673,     1.976779
   487,     1.511673,     1.976779
   488,     1.511673,     1.976779
   489,     1.511673,     1.976779
   490,     1.511673,     1.976779
   491,     1.511673,     1.976779
   492,     1.511673,     1.976779
   493,     2.200000,     2.200000
   494,     1.100000,     1.100000
   495,     2.200000,     2.200000
   496,     1.100000,     1.100000
   497,     1.100000,     1.100000
   498,     2.200000,     2.200000
   499,     1.100000,     1.100000
   500,     2.200000,     2.200000
   501,     1.100000,     1.100000
   502,     1.100000,     1.100000
   503,     1.966664,     1.966664
   504,     0.983334,     0.983334
   505,     0.983334,     0.983334
   506,     0.983334,     0.983334
   507,     0.983334,     0.983334
   508,     0.983334,     0.983334
   509,     0.983334,     0.983334
   510,     0.000000,     1.770000
   511,     0.000000,     1.770000
   512,     0.000000,     1.770000
   513,     0.000000,     1.770000
   514,     1.770000,     0.000000
   515,     1.770000,     0.000000
   516,     1.770000,     0.000000
   517,     1.770000,     0.000000
   518,     0.000000,     1.770000
   519,     0.000000,     1.770000
   520,     0.000000,     1.770000
   521,     0.000000,     1.770000
   522,     1.770000,     0.000000
   523,     1.770000,     0.000000
   524,     1.770000,     0.000000
   525,     1.770000,     0.000000
   526,     0.983334,     0.983334
   527,     0.983334,     0.983334
   528,     0.983334,     0.983334
   529,     0.983334,     0.983334
   530,     0.983334,     0.983334
   531,     0.983334,     0.983334
   532,     0.983334,     0.983334
   533,     0.983334,     0.983334
   534,     0.983334,     0.983334
   535,     0.983334,     0.983334
   536,     0.983334,     0.983334
   537,     0.983334,     0.983334
   538,     0.983334,     0.983334
   539,     0.983334,     0.983334
   540,     1.511673,     1.762278
   541,     1.511673,     1.762278
   542,     1.511673,     1.762278
   543,     1.511673,     1.762278
   544,     1.511673,     1.762278
   545,     1.511673,     1.762278
   546,     1.762278,     1.511673
   547,     1.762278,     1.511673
   548,     1.762278,     1.511673
   549,     1.762278,     1.511673
   550,     1.762278,     1.511673
   551,     1.762278,     1.511673
   552,     2.796596,     2.796596
   553,     2.796595,     2.796595
   554,     2.796596,     2.796596
   555,     2.796597,     2.796597
   556,     2.796596,     2.796596
   557,     2.796595,     2.796595
   558,     2.796596,     2.796596
   559,     1.511673,     1.762278
   560,     1.511673,     1.762278
   561,     1.511673,     1.762278
   562,     1.511673,     1.762278
   563,     1.511673,     1.762278
   564,     1.511673,     1.762278
   565,     2.796596,     2.796596
   566,     2.796595,     2.796595
   567,     2.796596,     2.796596
   568,     2.796597,     2.796597
   569,     2.796596,     2.796596
   570,     2.796595,     2.796595
   571,     2.796596,     2.796596
   572,     1.762278,     1.511673
   573,     1.762278,     1.511673
   574,     1.762278,     1.511673
   575,     1.762278,     1.511673
   576,     1.762278,     1.511673
   577,     1.762278,     1.511673
   578,     2.796596,     2.796596
   579,     2.796595,     2.796595
   580,     2.796596,     2.796596
   581,     2.796597,     2.796597
   582,     2.796596,     2.796596
   583,     2.796595,     2.796595
   584,     2.796596,     2.796596
   585,     2.796596,     2.796596
   586,     2.796595,     2.796595
   587,     2.796596,     2.796596
   588,     2.796597,     2.796597
   589,     2.796596,     2.796596
   590,     2.796595,     2.796595
   591,     2.796596,     2.796596
   592,     2.681620,     2.681620
   593,     2.681613,     2.681613
   594,     2.681613,     2.681613
   595,     2.681620,     2.681620
   596,     2.681620,     2.681620
   597,     2.681613,     2.681613
   598,     2.681613,     2.681613
   599,     2.681620,     2.681620
   600,     2.681620,     2.681620
   601,     2.681613,     2.681613
   602,     2.681613,     2.681613
   603,     2.681620,     2.681620
   604,     2.681620,     2.681620
   605,     2.681613,     2.681613
   606,     2.681613,     2.681613
   607,     2.681620,     2.681620
   608,     2.681620,     2.681620
   609,     2.681613,     2.681613
   610,     2.681613,     2.681613
   611,     2.681620,     2.681620
   612,     2.681620,     2.681620
   613,     2.681613,     2.681613
   614,     2.681613,     2.681613
   615,     2.681620,     2.681620
   616,     2.681620,     2.681620
   617,     2.681613,     2.681613
   618,     2.681613,     2.681613
   619,     2.681620,     2.681620
   620,     2.681620,     2.681620
   621,     2.681613,     2.681613
   622,     2.681613,     2.681613
   623,     2.681620,     2.681620
   624,     1.619402,     1.304570
   625,     1.619402,     1.304570
   626,     1.619402,     1.304570
   627,     1.619402,     1.304570
   628,     1.619402,     1.304570
   629,     1.619402,     1.304570
   630,     1.619402,     1.304570
   631,     1.619402,     1.304570
   632,     1.304570,     1.619402
   633,     1.304570,     1.619402
   634,     1.304570,     1.619402
   635,     1.304570,     1.619402
   636,     1.304570,     1.619402
   637,     1.304570,     1.619402
   638,     1.304570,     1.619402
   639,     1.304570,     1.619402
   640,     1.619402,     1.304570
   641,     1.619402,     1.304570
   642,     1.619402,     1.304570
   643,     1.619402,     1.304570
   644,     1.619402,     1.304570
   645,     1.619402,     1.304570
   646,     1.619402,     1.304570
   647,     1.619402,     1.304570
   648,     1.304570,     1.619402
   649,     1.304570,     1.619402
   650,     1.304570,     1.619402
   651,     1.304570,     1.619402
   652,     1.304570,     1.619402
   653,     1.304570,     1.619402
   654,     1.304570,     1.619402
   655,     1.304570,     1.619402
   656,     1.585713,     0.000000
   657,     1.585713,     0.000000
   658,     1.585716,     0.000000
   659,     1.585716,     0.000000
   660,     1.585713,     0.000000
   661,     1.585713,     0.000000
   662,     0.000000,     1.585713
   663,     0.000000,     1.585713
   664,     0.000000,     1.585716
   665,     0.000000,     1.585716
   666,     0.000000,     1.585713
   667,     0.000000,     1.585713
   668,     1.585713,     0.000000
   669,     1.585713,     0.000000
   670,     1.585716,     0.000000
   671,     1.585716,     0.000000
   672,     1.585713,     0.000000
   673,     1.585713,     0.000000
   674,     0.000000,     1.585713
   675,     0.000000,     1.585713
   676,     0.000000,     1.585716
   677,     0.000000,     1.585716
   678,     0.000000,     1.585713
   679,     0.000000,     1.585713
   680,     1.233334,     1.233334
   681,     1.233334,     1.233334
   682,     1.233334,     1.233334
   683,     1.233334,     1.233334
   684,     1.233334,     1.233334
   685,     1.233334,     1.233334
   686,     1.233334,     1.233334
   687,     1.233334,     1.233334
   688,     2.796596,     2.796596
   689,     2.796595,     2.796595
   690,     2.796596,     2.796596
   691,     2.796597,     2.796597
   692,     2.796596,     2.796596
   693,     2.796595,     2.796595
   694,     2.796596,     2.796596
   695,     2.796596,     2.796596
   696,     2.796595,     2.796595
   697,     2.796596,     2.796596
   698,     2.796597,     2.796597
   699,     2.796596,     2.796596
   700,     2.796595,     2.796595
   701,     2.796596,     2.796596
   702,     2.796596,     2.796596
   703,     2.796595,     2.796595
   704,     2.796596,     2.796596
   705,     2.796597,     2.796597
   706,     2.796596,     2.796596
   707,     2.796595,     2.796595
   708,     2.796596,     2.796596
   709,     2.796596,     2.796596
   710,     2.796595,     2.796595
   711,     2.796596,     2.796596
   712,     2.796597,     2.796597
   713,     2.796596,     2.796596
   714,     2.796595,     2.796595
   715,     2.796596,     2.796596
   716,     0.000000,     1.650000
   717,     0.000000,     1.650000
   718,     0.000000,     1.650000
   719,     1.650000,     0.000000
   720,     1.650000,     0.000000
   721,     1.650000,     0.000000
   722,     0.000000,     1.650000
   723,     0.000000,     1.650000
   724,     0.000000,     1.650000
   725,     1.650000,     0.000000
   726,     1.650000,     0.000000
   727,     1.650000,     0.000000
   728,     1.100000,     1.100000
   729,     1.100000,     1.100000
   730,     1.100000,     1.100000
   731,     1.100000,     1.100000
   732,     2.200000,     2.200000
   733,     1.100000,     1.100000
   734,     1.100000,     1.100000
   735,     1.100000,     1.100000
   736,     1.100000,     1.100000
   737,     1.100000,     1.100000
   738,     1.100000,     1.100000
   739,     5.458942,     5.458942
   740,     2.780509,     2.780509
   741,     2.780509,     2.780509
   742,     2.780509,     2.780509
   743,     2.780509,     2.780509
   744,     2.780509,     2.780509
   745,     2.780509,     2.780509
   746,     2.780509,     2.780509
   747,     5.458942,     5.458942
   748,     2.780509,     2.780509
   749,     2.780509,     2.780509
   750,     2.780509,     2.780509
   751,     2.780509,     2.780509
   752,     2.780509,     2.780509
   753,     2.780509,     2.780509
   754,     2.780509,     2.780509
   755,     5.458942,     5.458942
   756,     2.780509,     2.780509
   757,     2.780509,     2.780509
   758,     2.780509,     2.780509
   759,     2.780509,     2.780509
   760,     2.780509,     2.780509
   761,     2.780509,     2.780509
   762,     2.780509,     2.780509
   763,     5.458942,     5.458942
   764,     2.780509,     2.780509
   765,     2.780509,     2.780509
   766,     2.780509,     2.780509
   767,     2.780509,     2.780509
   768,     2.780509,     2.780509
   769,     2.780509,     2.780509
   770,     2.780509,     2.780509
   771,     5.436764,     5.436764
   772,     2.780509,     2.780509
   773,     2.780509,     2.780509
   774,     2.780509,     2.780509
   775,     2.780509,     2.780509
   776,     2.780509,     2.780509
   777,     2.780509,     2.780509
   778,     2.780509,     2.780509
   779,     5.436764,     5.436764
   780,     2.780509,     2.780509
   781,     2.780509,     2.780509
   782,     2.780509,     2.780509
   783,     2.780509,     2.780509
   784,     2.780509,     2.780509
   785,     2.780509,     2.780509
   786,     2.780509,     2.780509
   787,     5.436764,     5.436764
   788,     2.780509,     2.780509
   789,     2.780509,     2.780509
   790,     2.780509,     2.780509
   791,     2.780509,     2.780509
   792,     2.780509,     2.780509
   793,     2.780509,     2.780509
   794,     2.780509,     2.780509
   795,     5.436764,     5.436764
   796,     2.780509,     2.780509
   797,     2.780509,     2.780509
   798,     2.780509,     2.780509
   799,     2.780509,     2.780509
   800,     2.780509,     2.780509
   801,     2.780509,     2.780509
   802,     2.780509,     2.780509
   803,     4.072017,     4.072017
   804,     2.932740,     2.932740
   805,     2.932740,     2.932740
   806,     2.932740,     2.932740
   807,     4.072017,     4.072017
   808,     2.932740,     2.932740
   809,     2.932740,     2.932740
   810,     2.932740,     2.932740
   811,     4.072017,     4.072017
   812,     2.932740,     2.932740
   813,     2.932740,     2.932740
   814,     2.932740,     2.932740
   815,     4.072017,     4.072017
   816,     2.932740,     2.932740
   817,     2.932740,     2.932740
   818,     2.932740,     2.932740
   819,     3.446834,     2.003970
   820,     1.800820,     1.046988
   821,     1.800820,     1.046988
   822,     2.003970,     3.446834
   823,     0.956982,     1.646012
   824,     0.956982,     1.646012
   825,     3.446834,     2.003970
   826,     1.800820,     1.046988
   827,     1.800820,     1.046988
   828,     2.003970,     3.446834
   829,     0.956982,     1.646012
   830,     0.956982,     1.646012
   831,     1.646012,     0.956982
   832,     1.646012,     0.956982
   833,     1.046988,     1.800820
   834,     1.046988,     1.800820
   835,     1.646012,     0.956982
   836,     1.646012,     0.956982
   837,     1.046988,     1.800820
   838,     1.046988,     1.800820
   839,     3.244758,     2.003970
   840,     1.702437,     1.051429
   841,     1.702437,     1.051429
   842,     2.003970,     3.244758
   843,     0.952541,     1.542321
   844,     0.952541,     1.542321
   845,     3.244758,     2.003970
   846,     1.702437,     1.051429
   847,     1.702437,     1.051429
   848,     2.003970,     3.244758
   849,     0.952541,     1.542321
   850,     0.952541,     1.542321
   851,     1.542321,     0.952541
   852,     1.542321,     0.952541
   853,     1.051429,     1.702437
   854,     1.051429,     1.702437
   855,     1.542321,     0.952541
   856,     1.542321,     0.952541
   857,     1.051429,     1.702437
   858,     1.051429,     1.702437
   859,     3.725978,     5.633167
   860,     1.056844,     1.608573
   861,     1.056844,     1.608573
   862,     5.190703,     5.190703
   863,     5.633167,     3.725978
   864,     1.441579,     0.947126
   865,     1.441578,     0.947126
   866,     3.725978,     5.633167
   867,     1.056844,     1.608573
   868,     1.056844,     1.608573
   869,     5.190703,     5.190703
   870,     5.633167,     3.725978
   871,     1.441579,     0.947126
   872,     1.441578,     0.947126
   873,     5.190703,     5.190703
   874,     0.947126,     1.441579
   875,     0.947126,     1.441578
   876,     1.608573,     1.056844
   877,     1.608573,     1.056844
   878,     5.190703,     5.190703
   879,     0.947126,     1.441579
   880,     0.947126,     1.441578
   881,     1.608573,     1.056844
   882,     1.608573,     1.056844
   883,     1.646012,     0.956982
   884,     1.646012,     0.956982
   885,     1.800820,     1.046988
   886,     1.800820,     1.046988
   887,     0.956982,     1.646012
   888,     0.956982,     1.646012
   889,     1.046988,     1.800820
   890,     1.046988,     1.800820
   891,     1.646012,     0.956982
   892,     1.646012,     0.956982
   893,     1.800820,     1.046988
   894,     1.800820,     1.046988
   895,     1.046988,     1.800820
   896,     1.046988,     1.800820
   897,     0.956982,     1.646012
   898,     0.956982,     1.646012
   899,     1.542321,     0.952541
   900,     1.542321,     0.952541
   901,     1.702437,     1.051429
   902,     1.702437,     1.051429
   903,     0.952541,     1.542321
   904,     0.952541,     1.542321
   905,     1.051429,     1.702437
   906,     1.051429,     1.702437
   907,     1.702437,     1.051429
   908,     1.702437,     1.051429
   909,     1.542321,     0.952541
   910,     1.542321,     0.952541
   911,     0.952541,     1.542321
   912,     0.952541,     1.542321
   913,     1.051429,     1.702437
   914,     1.051429,     1.702437
   915,     0.947126,     1.441578
   916,     0.947126,     1.441579
   917,     1.056844,     1.608573
   918,     1.056844,     1.608573
   919,     1.441578,     0.947126
   920,     1.441579,     0.947126
   921,     1.608573,     1.056844
   922,     1.608573,     1.056844
   923,     0.947126,     1.441578
   924,     0.947126,     1.441579
   925,     1.056844,     1.608573
   926,     1.056844,     1.608573
   927,     1.441578,     0.947126
   928,     1.441579,     0.947126
   929,     1.608573,     1.056844
   930,     1.608573,     1.056844
   931,     2.152514,     2.152514
   932,     0.861006,     0.861004
